,id,seccion,agrupacion_ganadora,LA LIBERTAD AVANZA_perc,UNION POR LA PATRIA_perc,LA LIBERTAD AVANZA_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
459,SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",LA LIBERTAD AVANZA,66.36,33.64,4349,2205,65.76,10418,6851,1.12,0.0,3.21,77,0
460,SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",LA LIBERTAD AVANZA,58.02,41.98,1483,1073,60.69,4381,2659,0.98,0.04,2.86,26,1
461,SANTA FE_9 DE JULIO,"9 De Julio, Santa Fe",LA LIBERTAD AVANZA,66.18,33.82,12273,6272,70.44,26821,18894,0.75,0.01,1.09,142,1
462,SANTA FE_BELGRANO,"Belgrano, Santa Fe",LA LIBERTAD AVANZA,71.78,28.22,21026,8266,76.97,39428,30349,1.96,0.0,1.52,596,0
463,SANTA FE_CASEROS,"Caseros, Santa Fe",LA LIBERTAD AVANZA,70.88,29.12,37483,15398,76.53,72338,55359,2.23,0.04,2.2,1236,24
464,SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",LA LIBERTAD AVANZA,73.49,26.51,81645,29457,76.21,150951,115036,1.51,0.01,1.9,1737,13
465,SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",LA LIBERTAD AVANZA,60.13,39.87,34436,22835,77.81,76806,59760,1.86,0.01,2.29,1111,8
466,SANTA FE_GARAY,"Garay, Santa Fe",LA LIBERTAD AVANZA,61.82,38.18,8566,5291,71.37,19909,14209,0.9,0.0,1.58,128,0
467,SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",LA LIBERTAD AVANZA,70.68,29.32,85463,35451,75.2,166983,125573,1.86,0.01,1.84,2337,9
468,SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",LA LIBERTAD AVANZA,62.09,37.91,70208,42864,75.07,154178,115735,0.88,0.07,1.36,1015,78
469,SANTA FE_IRIONDO,"Iriondo, Santa Fe",LA LIBERTAD AVANZA,66.85,33.15,29331,14546,76.53,59844,45801,2.11,0.0,2.09,968,0
470,SANTA FE_LA CAPITAL,"La Capital, Santa Fe",LA LIBERTAD AVANZA,60.95,39.05,197934,126820,73.8,457995,338022,1.63,0.04,2.25,5508,143
471,SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",LA LIBERTAD AVANZA,77.11,22.89,52798,15669,77.9,91062,70934,1.58,0.01,1.89,1118,9
472,SANTA FE_ROSARIO,"Rosario, Santa Fe",LA LIBERTAD AVANZA,57.77,42.23,434442,317557,74.29,1056533,784935,1.72,0.03,2.45,13483,204
473,SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",LA LIBERTAD AVANZA,66.94,33.06,27775,13716,70.63,60559,42770,1.25,0.0,1.73,535,2
474,SANTA FE_SAN JAVIER,"San Javier, Santa Fe",LA LIBERTAD AVANZA,56.39,43.61,10645,8234,69.84,27930,19506,1.07,0.04,2.11,208,8
475,SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",LA LIBERTAD AVANZA,64.74,35.26,32776,17852,74.74,70210,52478,1.61,0.01,1.91,843,6
476,SANTA FE_SAN JUSTO,"San Justo, Santa Fe",LA LIBERTAD AVANZA,69.49,30.51,18809,8257,74.93,37293,27943,1.12,0.01,2.01,313,3
477,SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",LA LIBERTAD AVANZA,63.76,36.24,75457,42894,78.1,157360,122893,1.46,0.03,2.21,1800,31
478,SANTA FE_SAN MARTIN,"San Martin, Santa Fe",LA LIBERTAD AVANZA,73.58,26.42,30077,10800,77.11,55164,42538,1.59,0.01,2.3,676,5
479,SANTA FE_VERA,"Vera, Santa Fe",LA LIBERTAD AVANZA,54.62,45.38,17099,14209,69.04,46430,32054,1.02,0.02,1.29,326,7
480,SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",UNION POR LA PATRIA,37.75,62.25,2082,3433,75.41,7461,5626,0.8,0.0,1.17,45,0
481,SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",UNION POR LA PATRIA,21.96,78.04,2383,8468,75.64,14468,10944,0.5,0.05,0.3,55,5
482,SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",UNION POR LA PATRIA,14.05,85.95,1170,7155,78.01,10766,8399,0.5,0.01,0.37,42,1
483,SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",UNION POR LA PATRIA,21.09,78.91,3104,11611,75.13,19747,14835,0.52,0.0,0.29,77,0
484,SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",UNION POR LA PATRIA,33.82,66.18,35087,68654,78.82,133648,105336,0.66,0.06,0.79,700,59
485,SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",LA LIBERTAD AVANZA,55.13,44.87,3597,2927,80.98,8177,6622,0.74,0.0,0.74,49,0
486,SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",UNION POR LA PATRIA,39.05,60.95,79927,124730,81.05,257341,208574,0.84,0.03,1.01,1760,53
487,SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",UNION POR LA PATRIA,25.75,74.25,6381,18403,78.15,32231,25188,0.77,0.03,0.81,193,8
488,SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",UNION POR LA PATRIA,24.03,75.97,4706,14877,75.2,26270,19755,0.48,0.05,0.34,94,10
489,SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",UNION POR LA PATRIA,10.06,89.94,1148,10266,74.59,15395,11483,0.3,0.01,0.29,35,1
490,SANTIAGO DEL ESTERO_GENERAL TABOADA,"General Taboada, Santiago Del Estero",UNION POR LA PATRIA,29.57,70.43,8425,20063,78.2,36906,28859,0.69,0.02,0.58,200,5
491,SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",UNION POR LA PATRIA,19.03,80.97,1118,4757,76.8,7702,5915,0.3,0.07,0.3,18,4
492,SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",UNION POR LA PATRIA,17.44,82.56,1633,7731,76.56,12302,9418,0.36,0.0,0.21,34,0
493,SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",UNION POR LA PATRIA,23.7,76.3,2663,8571,77.87,14557,11335,0.59,0.01,0.29,67,1
494,SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",UNION POR LA PATRIA,27.49,72.51,3899,10282,74.47,19255,14340,0.54,0.01,0.56,78,1
495,SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",UNION POR LA PATRIA,40.77,59.23,274,398,64.6,1065,688,1.31,0.0,1.02,9,0
496,SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",UNION POR LA PATRIA,29.4,70.6,6528,15677,75.53,29755,22474,0.72,0.04,0.44,161,8
497,SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",UNION POR LA PATRIA,34.3,65.7,3362,6440,75.07,13288,9975,0.89,0.01,0.83,89,1
498,SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",UNION POR LA PATRIA,20.42,79.58,3025,11789,78.79,18945,14927,0.51,0.01,0.24,76,1
499,SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",UNION POR LA PATRIA,41.99,58.01,2622,3623,72.93,8695,6341,0.57,0.03,0.91,36,2
500,SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",UNION POR LA PATRIA,26.74,73.26,10515,28807,77.25,51753,39979,0.64,0.01,1.0,256,3
501,SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",LA LIBERTAD AVANZA,54.05,45.95,1663,1414,81.92,3795,3109,0.64,0.0,0.39,20,0
502,SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",UNION POR LA PATRIA,31.69,68.31,10031,21627,77.17,41559,32072,0.7,0.03,0.56,226,9
503,SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",UNION POR LA PATRIA,20.59,79.41,1425,5495,71.47,9796,7001,0.56,0.01,0.59,39,1
504,SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",UNION POR LA PATRIA,10.29,89.71,642,5595,77.81,8036,6253,0.18,0.0,0.08,11,0
505,SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",UNION POR LA PATRIA,16.23,83.77,398,2055,73.9,3345,2472,0.32,0.04,0.4,8,1
506,SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",UNION POR LA PATRIA,12.68,87.32,784,5400,78.83,7926,6248,0.64,0.02,0.37,40,1
507,TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",LA LIBERTAD AVANZA,90.58,9.42,173,18,67.12,292,196,2.55,0.0,0.0,5,0
508,TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",UNION POR LA PATRIA,49.37,50.63,26592,27266,73.64,76468,56311,1.05,0.11,3.19,594,60
509,TIERRA DEL FUEGO_TOLHUIN,"Tolhuin, Tierra Del Fuego",LA LIBERTAD AVANZA,57.47,42.53,2227,1648,69.12,5780,3995,0.58,0.15,2.28,23,6
510,TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",LA LIBERTAD AVANZA,57.48,42.52,25840,19114,71.79,65444,46984,1.02,0.07,3.24,477,32
511,TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",UNION POR LA PATRIA,34.38,65.62,10358,19772,79.53,38421,30555,0.61,0.09,0.68,187,29
512,TUCUMAN_CAPITAL,"Capital, Tucuman",LA LIBERTAD AVANZA,60.33,39.67,219842,144549,81.2,460293,373760,0.93,0.08,1.5,3470,304
513,TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",LA LIBERTAD AVANZA,50.3,49.7,28880,28530,82.85,70534,58440,0.67,0.03,1.06,392,19
514,TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",UNION POR LA PATRIA,45.31,54.69,65480,79034,84.44,174044,146956,0.62,0.11,0.93,916,161
515,TUCUMAN_FAMAILLA,"Famailla, Tucuman",UNION POR LA PATRIA,48.25,51.75,12756,13684,82.16,32781,26934,0.83,0.07,0.94,224,18
516,TUCUMAN_GRANEROS,"Graneros, Tucuman",UNION POR LA PATRIA,27.28,72.72,2793,7445,82.14,12607,10356,0.71,0.0,0.42,74,0
517,TUCUMAN_JUAN BAUTISTA ALBERDI,"Juan Bautista Alberdi, Tucuman",UNION POR LA PATRIA,46.83,53.17,10306,11702,82.06,27193,22315,0.6,0.04,0.73,135,8
518,TUCUMAN_LA COCHA,"La Cocha, Tucuman",UNION POR LA PATRIA,40.9,59.1,5727,8275,83.58,17054,14254,0.69,0.42,0.66,98,60
519,TUCUMAN_LEALES,"Leales, Tucuman",UNION POR LA PATRIA,38.66,61.34,16159,25638,82.79,51229,42411,0.54,0.04,0.87,228,16
520,TUCUMAN_LULES,"Lules, Tucuman",LA LIBERTAD AVANZA,55.35,44.65,26453,21335,84.26,57830,48725,0.62,0.1,1.2,300,50
521,TUCUMAN_MONTEROS,"Monteros, Tucuman",UNION POR LA PATRIA,39.7,60.3,18983,28834,83.32,58197,48488,0.7,0.07,0.62,337,35
522,TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",UNION POR LA PATRIA,37.29,62.71,15898,26739,84.2,51352,43238,0.76,0.05,0.58,328,22
523,TUCUMAN_SIMOCA,"Simoca, Tucuman",UNION POR LA PATRIA,34.14,65.86,8150,15723,82.3,29332,24140,0.61,0.04,0.46,148,9
524,TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",UNION POR LA PATRIA,42.11,57.89,5467,7515,81.08,16366,13269,0.8,0.05,1.32,106,6
525,TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",LA LIBERTAD AVANZA,57.06,42.94,58987,44385,83.95,126027,105797,0.81,0.12,1.36,860,124
526,TUCUMAN_TRANCAS,"Trancas, Tucuman",UNION POR LA PATRIA,47.4,52.6,6381,7080,80.66,17019,13727,0.79,0.07,1.08,109,9
527,TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",LA LIBERTAD AVANZA,65.43,34.57,42389,22398,83.86,79214,66427,1.1,0.07,1.3,734,44
